DATE,GDP,permit,house_st,IPI_Cement,unemployed_rate,MSPUS,all_const_emp,PPI_Concrete,monthly_supply,total_emp_cons,p_saving_rate,ushpi,new_private_house,new_private_hw_under,emp_pop_ratio,labor_percent,population,home_ow_rate,PPI_Cement,income
1990-01-01,5872.701,1748.0,1551.0,138.1363,5.4,123900.0,710.3,122.2,7.0,5422.0,7.9,76.527,1508.0,891.0,63.2,66.8,248743.0,64.1,101.7,4783.8
1990-02-01,5872.701,1329.0,1437.0,134.7538,5.3,123900.0,707.3,122.2,7.6,5416.0,8.5,76.587,1352.0,898.0,63.2,66.7,248920.0,64.1,101.7,4819.8
1990-03-01,5872.701,1246.0,1289.0,132.5115,5.2,123900.0,703.0,122.2,7.8,5392.0,8.3,76.79,1345.0,885.0,63.2,66.7,249146.0,64.1,102.0,4842.7
1990-04-01,5960.028,1136.0,1248.0,127.1853,5.4,126800.0,692.5,122.2,8.3,5355.0,8.7,77.038,1332.0,872.0,63.0,66.6,249436.0,63.9,102.5,4883.8
1990-05-01,5960.028,1067.0,1212.0,123.8842,5.4,126800.0,688.6,122.2,8.2,5321.0,8.7,77.297,1351.0,858.0,63.1,66.6,249707.0,63.9,102.5,4889.5
1990-06-01,5960.028,1108.0,1177.0,123.1067,5.2,126800.0,681.4,122.2,7.9,5303.0,8.6,77.505,1263.0,846.0,62.9,66.4,249990.0,63.9,102.4,4919.3
1990-07-01,6015.116,1078.0,1171.0,122.3559,5.5,117000.0,673.9,122.2,7.8,5274.0,8.7,77.561,1295.0,831.0,62.8,66.5,250285.0,63.9,102.7,4948.2
1990-08-01,6015.116,1069.0,1115.0,119.6385,5.7,117000.0,663.3,122.2,8.2,5234.0,8.1,77.479,1307.0,813.0,62.7,66.5,250595.0,63.9,102.8,4949.9
1990-09-01,6015.116,976.0,1110.0,118.6876,5.9,117000.0,656.8,125.2,8.4,5197.0,8.1,77.229,1312.0,793.0,62.5,66.4,250904.0,63.9,103.5,4978.6
1990-10-01,6004.733,925.0,1014.0,113.6963,5.9,121500.0,646.3,125.2,8.7,5134.0,7.9,76.91199999999999,1282.0,766.0,62.5,66.4,251201.0,64.0,103.6,4966.5
1990-11-01,6004.733,941.0,1145.0,116.5566,6.2,121500.0,633.8,128.6,8.2,5095.0,8.0,76.381,1248.0,758.0,62.3,66.4,251486.0,64.0,103.7,4973.5
1990-12-01,6004.733,861.0,969.0,108.5216,6.3,121500.0,624.3,128.6,8.5,5047.0,8.8,75.972,1173.0,745.0,62.2,66.4,251758.0,64.0,103.8,5004.1
1991-01-01,6035.178,786.0,798.0,101.5934,6.4,120000.0,610.0,128.6,9.4,4972.0,9.4,75.533,1149.0,716.0,62.0,66.2,252012.0,64.0,105.0,4990.4
1991-02-01,6035.178,853.0,965.0,108.6813,6.6,120000.0,600.3,129.0,7.9,4929.0,9.0,75.249,1090.0,710.0,61.9,66.2,252253.0,64.0,105.3,4997.1
1991-03-01,6035.178,911.0,921.0,105.2613,6.8,120000.0,598.0,130.2,7.3,4881.0,8.1,75.137,1176.0,678.0,61.8,66.3,252507.0,64.0,105.8,5005.8
1991-04-01,6126.862,916.0,1001.0,104.176,6.7,119900.0,587.6,130.9,7.3,4842.0,8.7,75.315,1093.0,670.0,62.0,66.4,252778.0,64.1,106.3,5034.3
1991-05-01,6126.862,991.0,996.0,104.1175,6.9,119900.0,584.8,130.9,7.0,4800.0,8.5,75.768,1070.0,662.0,61.6,66.2,253060.0,64.1,106.7,5055.9
1991-06-01,6126.862,964.0,1036.0,105.9744,6.9,119900.0,579.9,130.9,7.0,4782.0,9.0,76.253,1093.0,654.0,61.7,66.2,253350.0,64.1,106.6,5090.8
1991-07-01,6205.937,973.0,1063.0,107.988,6.8,120000.0,574.1,130.9,7.1,4752.0,8.4,76.517,1076.0,652.0,61.6,66.1,253650.0,64.1,106.4,5087.0
1991-08-01,6205.937,944.0,1049.0,107.1435,6.9,120000.0,569.3,130.9,6.8,4733.0,8.7,76.594,1050.0,651.0,61.5,66.0,253966.0,64.1,106.2,5108.4
1991-09-01,6205.937,974.0,1015.0,108.3246,6.9,120000.0,568.2,135.8,7.4,4728.0,8.9,76.574,1216.0,633.0,61.6,66.2,254280.0,64.1,105.4,5141.5
1991-10-01,6264.54,991.0,1079.0,108.7024,7.0,120000.0,563.3,133.4,6.7,4698.0,9.4,76.29,1076.0,630.0,61.5,66.1,254576.0,64.1,105.5,5157.7
1991-11-01,6264.54,984.0,1103.0,103.8766,7.0,120000.0,558.2,133.4,6.2,4640.0,9.1,76.031,1013.0,636.0,61.4,66.1,254841.0,64.1,105.0,5177.0
1991-12-01,6264.54,1061.0,1079.0,108.3124,7.3,120000.0,554.8,133.4,6.2,4647.0,9.8,75.844,1002.0,633.0,61.2,66.0,255089.0,64.1,104.9,5233.0
1992-01-01,6363.102,1077.0,1176.0,111.4657,7.3,119500.0,551.4,133.4,5.2,4667.0,9.5,75.7,1061.0,639.0,61.5,66.3,255331.0,64.1,106.1,5264.8
1992-02-01,6363.102,1146.0,1250.0,110.439,7.4,119500.0,545.6,133.4,4.9,4612.0,9.8,75.655,1098.0,630.0,61.3,66.2,255576.0,64.1,105.8,5303.2
1992-03-01,6363.102,1082.0,1297.0,110.438,7.4,119500.0,544.7,133.4,6.1,4621.0,9.7,75.814,1128.0,656.0,61.5,66.4,255848.0,64.1,105.4,5323.8
1992-04-01,6470.763,1054.0,1099.0,113.3044,7.4,120000.0,542.6,133.4,6.1,4603.0,9.8,76.08,1083.0,650.0,61.6,66.5,256139.0,64.1,105.2,5357.4
1992-05-01,6470.763,1056.0,1214.0,113.5843,7.6,120000.0,542.6,133.4,6.0,4605.0,9.8,76.398,1187.0,650.0,61.5,66.6,256437.0,64.1,105.5,5392.4
1992-06-01,6470.763,1057.0,1145.0,112.737,7.8,120000.0,542.7,133.4,5.6,4584.0,10.0,76.602,1189.0,644.0,61.5,66.7,256742.0,64.1,105.4,5424.0
1992-07-01,6566.641,1089.0,1139.0,112.1383,7.7,120000.0,546.7,133.4,5.3,4570.0,9.5,76.711,1251.0,629.0,61.6,66.7,257063.0,64.1,105.0,5437.1
1992-08-01,6566.641,1075.0,1226.0,111.8263,7.6,120000.0,553.0,133.4,5.2,4581.0,9.6,76.732,1140.0,635.0,61.6,66.6,257390.0,64.1,105.1,5465.1
1992-09-01,6566.641,1114.0,1186.0,112.6484,7.6,120000.0,556.9,133.4,5.0,4584.0,8.6,76.628,1123.0,638.0,61.4,66.5,257704.0,64.1,104.8,5452.8
1992-10-01,6680.803,1132.0,1244.0,114.3146,7.3,126000.0,558.0,133.4,5.1,4600.0,7.9,76.598,1139.0,643.0,61.3,66.2,258004.0,64.3,105.4,5444.9
1992-11-01,6680.803,1118.0,1214.0,104.542,7.4,126000.0,560.0,133.4,5.4,4606.0,7.9,76.579,1224.0,641.0,61.4,66.3,258280.0,64.3,105.5,5467.4
1992-12-01,6680.803,1176.0,1227.0,104.9759,7.4,126000.0,560.2,133.4,5.0,4630.0,10.5,76.464,1199.0,638.0,61.4,66.3,258546.0,64.3,105.4,5676.8
1993-01-01,6729.459,1177.0,1210.0,104.6167,7.3,125000.0,563.4,133.4,5.4,4664.0,8.5,76.395,1135.0,636.0,61.4,66.2,258799.0,63.9,106.2,5534.1
1993-02-01,6729.459,1148.0,1210.0,104.4493,7.1,125000.0,568.1,133.4,5.3,4714.0,8.8,76.327,1236.0,640.0,61.4,66.2,259036.0,63.9,106.8,5568.0
1993-03-01,6729.459,1056.0,1083.0,102.9615,7.0,125000.0,570.5,133.4,5.4,4676.0,8.8,76.382,1105.0,633.0,61.5,66.2,259283.0,63.9,107.0,5565.0
1993-04-01,6808.939,1104.0,1258.0,104.3104,7.1,127000.0,575.2,134.8,4.7,4690.0,8.7,76.66,1216.0,636.0,61.5,66.1,259547.0,64.0,111.2,5621.8
1993-05-01,6808.939,1112.0,1260.0,107.9121,7.1,127000.0,582.4,137.2,5.3,4753.0,8.2,77.03,1111.0,648.0,61.7,66.4,259822.0,64.0,111.7,5637.9
1993-06-01,6808.939,1130.0,1280.0,108.1358,7.0,127000.0,582.3,137.2,5.2,4760.0,7.7,77.516,1193.0,654.0,61.8,66.5,260109.0,64.0,111.9,5632.9
1993-07-01,6882.098,1174.0,1254.0,109.5383,6.9,127000.0,582.9,137.2,5.3,4783.0,7.5,77.885,1090.0,663.0,61.8,66.4,260411.0,64.0,111.6,5660.1
1993-08-01,6882.098,1230.0,1300.0,110.2556,6.8,127000.0,582.8,137.2,5.5,4806.0,7.6,78.131,1264.0,665.0,62.0,66.4,260717.0,64.0,112.6,5682.0
1993-09-01,6882.098,1251.0,1343.0,109.121,6.7,127000.0,586.3,137.2,4.9,4823.0,6.8,78.19800000000001,1172.0,677.0,61.7,66.2,261015.0,64.0,112.7,5675.1
1993-10-01,7013.738,1287.0,1392.0,109.8777,6.8,127000.0,591.1,137.2,5.0,4868.0,6.2,78.172,1246.0,687.0,61.8,66.3,261294.0,64.1,113.2,5669.1
1993-11-01,7013.738,1357.0,1376.0,112.0146,6.6,127000.0,599.3,137.2,4.8,4887.0,6.2,78.17,1235.0,695.0,61.9,66.3,261550.0,64.1,113.4,5694.4
1993-12-01,7013.738,1461.0,1533.0,112.6733,6.5,127000.0,607.1,137.2,4.5,4925.0,9.0,78.113,1289.0,703.0,62.0,66.4,261796.0,64.1,113.4,5893.8
1994-01-01,7115.652,1390.0,1272.0,106.0954,6.6,130000.0,614.1,137.2,5.9,4940.0,7.0,78.19800000000001,1228.0,709.0,62.2,66.6,262021.0,64.0,113.9,5779.0
1994-02-01,7115.652,1269.0,1337.0,105.0822,6.6,130000.0,609.4,137.2,5.0,4923.0,6.4,78.204,1353.0,716.0,62.3,66.6,262237.0,64.0,114.5,5798.0
1994-03-01,7115.652,1342.0,1564.0,116.9048,6.5,130000.0,620.4,137.1,4.8,4990.0,6.7,78.34899999999999,1257.0,732.0,62.1,66.5,262491.0,64.0,115.3,5829.4
1994-04-01,7246.931,1392.0,1465.0,116.956,6.4,130000.0,622.1,137.1,5.2,5047.0,6.3,78.70100000000001,1374.0,740.0,62.3,66.5,262754.0,63.9,117.7,5890.5
1994-05-01,7246.931,1396.0,1526.0,119.7682,6.1,130000.0,625.4,137.1,5.3,5084.0,7.5,79.208,1430.0,749.0,62.5,66.6,263014.0,63.9,118.4,5911.1
1994-06-01,7246.931,1357.0,1409.0,118.8258,6.1,130000.0,627.6,140.3,6.2,5097.0,6.8,79.70100000000001,1336.0,757.0,62.3,66.4,263294.0,63.9,119.5,5917.5
1994-07-01,7331.075,1335.0,1439.0,117.5506,6.1,129700.0,630.0,140.3,6.3,5125.0,6.9,80.063,1281.0,764.0,62.3,66.4,263580.0,63.9,119.6,5946.4
1994-08-01,7331.075,1377.0,1450.0,119.2109,6.0,129700.0,631.9,140.3,6.1,5139.0,6.4,80.317,1348.0,773.0,62.6,66.6,263871.0,63.9,120.7,5968.7
1994-09-01,7331.075,1412.0,1474.0,121.4776,5.9,129700.0,633.2,140.3,6.0,5175.0,6.7,80.34,1414.0,774.0,62.7,66.6,264159.0,63.9,121.0,6001.5
1994-10-01,7455.288,1397.0,1450.0,118.9145,5.8,132000.0,634.5,140.3,5.6,5177.0,7.0,80.304,1378.0,775.0,62.9,66.7,264430.0,64.1,121.5,6065.3
1994-11-01,7455.288,1340.0,1511.0,123.8681,5.6,132000.0,632.4,140.3,6.3,5210.0,6.9,80.17,1365.0,785.0,63.0,66.7,264681.0,64.1,121.4,6075.4
1994-12-01,7455.288,1396.0,1455.0,128.9246,5.5,132000.0,633.1,140.3,6.6,5226.0,7.0,80.079,1386.0,784.0,63.1,66.7,264924.0,64.1,121.3,6108.1
1995-01-01,7522.289,1282.0,1407.0,126.5968,5.6,130000.0,633.2,140.3,6.8,5234.0,7.3,80.027,1423.0,783.0,63.0,66.8,265157.0,64.4,122.5,6148.6
1995-02-01,7522.289,1254.0,1316.0,124.8849,5.4,130000.0,630.1,140.3,7.3,5192.0,7.7,79.992,1294.0,793.0,63.1,66.8,265383.0,64.4,123.2,6173.3
1995-03-01,7522.289,1226.0,1249.0,127.4955,5.4,130000.0,630.4,140.3,6.8,5242.0,7.4,80.078,1413.0,771.0,63.1,66.7,265625.0,64.4,123.2,6200.3
1995-04-01,7580.997,1259.0,1267.0,122.7703,5.8,133900.0,629.5,140.3,6.7,5252.0,6.8,80.369,1342.0,761.0,63.1,66.9,265877.0,64.7,128.0,6223.9
1995-05-01,7580.997,1271.0,1314.0,119.6881,5.6,133900.0,628.0,140.3,6.3,5220.0,7.0,80.691,1326.0,758.0,62.7,66.5,266134.0,64.7,128.6,6238.3
1995-06-01,7580.997,1305.0,1281.0,124.2416,5.6,133900.0,626.1,141.4,5.8,5250.0,6.5,81.068,1242.0,759.0,62.7,66.5,266414.0,64.7,128.5,6267.4
1995-07-01,7683.125,1354.0,1461.0,124.9272,5.7,132000.0,626.0,141.4,5.6,5262.0,6.9,81.41199999999999,1352.0,762.0,62.8,66.6,266700.0,64.8,128.8,6296.3
1995-08-01,7683.125,1386.0,1416.0,125.634,5.7,132000.0,627.5,141.4,6.1,5286.0,6.6,81.655,1265.0,774.0,62.8,66.6,266998.0,64.8,128.8,6319.0
1995-09-01,7683.125,1421.0,1369.0,126.1997,5.6,132000.0,629.9,141.4,6.3,5324.0,6.6,81.73899999999999,1279.0,780.0,62.9,66.6,267304.0,64.8,129.0,6347.7
1995-10-01,7772.586,1400.0,1369.0,128.0076,5.5,138000.0,634.2,141.4,6.3,5353.0,7.0,81.727,1335.0,781.0,62.9,66.6,267585.0,65.1,128.8,6373.5
1995-11-01,7772.586,1430.0,1452.0,127.8461,5.6,138000.0,637.5,141.4,6.8,5358.0,6.4,81.631,1360.0,786.0,62.8,66.5,267829.0,65.1,128.8,6394.0
1995-12-01,7772.586,1442.0,1431.0,126.2146,5.6,138000.0,638.6,141.4,6.4,5344.0,6.0,81.514,1200.0,799.0,62.7,66.4,268047.0,65.1,128.5,6417.8
1996-01-01,7868.468,1387.0,1467.0,123.7242,5.6,137000.0,642.0,141.4,6.4,5355.0,6.5,81.42699999999999,1402.0,803.0,62.7,66.4,268258.0,65.3,128.5,6453.9
1996-02-01,7868.468,1420.0,1491.0,124.1369,5.5,137000.0,647.0,141.4,5.3,5415.0,6.6,81.4,1317.0,793.0,62.9,66.6,268480.0,65.3,129.2,6517.8
1996-03-01,7868.468,1437.0,1424.0,123.1088,5.5,137000.0,650.1,141.4,6.2,5446.0,6.4,81.665,1369.0,814.0,63.0,66.6,268724.0,65.3,129.2,6560.4
1996-04-01,8032.84,1463.0,1516.0,130.1377,5.6,139900.0,654.9,141.4,6.0,5474.0,5.5,82.125,1327.0,827.0,63.0,66.7,268980.0,65.4,132.3,6597.3
1996-05-01,8032.84,1457.0,1504.0,130.1725,5.6,139900.0,658.7,141.4,5.9,5498.0,6.5,82.602,1423.0,832.0,63.0,66.7,269247.0,65.4,133.7,6637.3
1996-06-01,8032.84,1429.0,1467.0,129.1709,5.3,139900.0,663.3,141.4,6.0,5534.0,6.9,83.04899999999999,1437.0,826.0,63.2,66.7,269527.0,65.4,133.8,6681.3
1996-07-01,8131.408,1450.0,1472.0,128.2446,5.5,140000.0,664.6,141.4,5.7,5557.0,6.5,83.419,1453.0,824.0,63.3,66.9,269822.0,65.4,133.9,6681.6
1996-08-01,8131.408,1413.0,1557.0,130.1944,5.1,140000.0,670.6,141.4,5.0,5586.0,6.4,83.645,1468.0,820.0,63.3,66.7,270130.0,65.4,134.2,6709.4
1996-09-01,8131.408,1392.0,1475.0,126.8553,5.2,140000.0,674.4,141.4,5.2,5610.0,6.4,83.70200000000001,1379.0,824.0,63.4,66.9,270433.0,65.4,135.1,6747.4
1996-10-01,8259.771,1358.0,1392.0,128.816,5.2,144100.0,676.0,141.4,5.6,5643.0,6.1,83.62899999999999,1392.0,821.0,63.5,67.0,270730.0,65.4,135.2,6768.8
1996-11-01,8259.771,1412.0,1489.0,126.1401,5.4,144100.0,679.7,141.4,5.2,5668.0,6.2,83.556,1413.0,829.0,63.4,67.0,271002.0,65.4,135.2,6802.4
1996-12-01,8259.771,1411.0,1370.0,124.1316,5.4,144100.0,681.2,141.4,5.0,5675.0,6.1,83.49,1487.0,814.0,63.4,67.0,271243.0,65.4,134.8,6836.6
1997-01-01,8362.655,1382.0,1355.0,125.2006,5.3,145000.0,684.6,141.4,4.7,5675.0,5.9,83.53,1377.0,817.0,63.4,67.0,271472.0,65.5,135.2,6884.8
1997-02-01,8362.655,1445.0,1486.0,132.4098,5.2,145000.0,687.8,141.4,4.5,5722.0,6.0,83.59700000000001,1545.0,810.0,63.4,66.9,271703.0,65.5,135.5,6920.9
1997-03-01,8362.655,1436.0,1457.0,137.0678,5.2,145000.0,695.3,141.4,4.1,5751.0,6.1,83.911,1445.0,808.0,63.6,67.1,271952.0,65.5,135.2,6960.8
1997-04-01,8518.825,1421.0,1492.0,136.4713,5.1,145800.0,692.3,141.4,4.7,5764.0,6.2,84.321,1438.0,810.0,63.7,67.1,272213.0,65.7,137.9,6972.8
1997-05-01,8518.825,1414.0,1442.0,134.0933,4.9,145800.0,690.8,141.4,4.6,5793.0,6.5,84.86399999999999,1400.0,816.0,63.8,67.1,272482.0,65.7,138.2,7001.3
1997-06-01,8518.825,1402.0,1494.0,135.5394,5.0,145800.0,690.5,141.4,4.4,5793.0,6.3,85.398,1315.0,826.0,63.7,67.1,272767.0,65.7,138.9,7035.8
1997-07-01,8662.823,1440.0,1437.0,138.2605,4.9,145000.0,693.6,141.4,4.4,5817.0,5.8,85.84100000000001,1313.0,836.0,63.9,67.2,273074.0,65.8,139.1,7071.7
1997-08-01,8662.823,1449.0,1390.0,138.4137,4.8,145000.0,695.1,141.5,4.3,5846.0,5.7,86.15,1332.0,836.0,63.9,67.2,273395.0,65.8,139.5,7119.4
1997-09-01,8662.823,1494.0,1546.0,143.5012,4.9,145000.0,695.7,141.5,4.2,5874.0,5.9,86.311,1442.0,846.0,63.9,67.1,273703.0,65.8,139.2,7158.1
1997-10-01,8765.907,1499.0,1520.0,143.0334,4.7,144200.0,696.7,141.5,4.3,5883.0,5.9,86.40799999999999,1396.0,858.0,63.9,67.1,273989.0,65.8,139.5,7205.1
1997-11-01,8765.907,1469.0,1510.0,140.3559,4.6,144200.0,700.0,141.5,3.9,5899.0,6.1,86.632,1420.0,865.0,64.1,67.2,274249.0,65.8,139.2,7257.0
1997-12-01,8765.907,1456.0,1566.0,140.801,4.7,144200.0,703.4,141.5,4.4,5938.0,6.1,86.848,1428.0,872.0,64.0,67.2,274499.0,65.8,139.3,7300.0
1998-01-01,8866.48,1555.0,1525.0,143.4028,4.6,152200.0,704.1,141.5,4.0,5983.0,7.0,87.163,1316.0,886.0,64.0,67.1,274732.0,66.0,139.3,7368.9
1998-02-01,8866.48,1647.0,1584.0,139.0929,4.6,152200.0,704.2,141.9,3.9,5997.0,7.0,87.37299999999999,1441.0,896.0,64.0,67.1,274943.0,66.0,139.6,7416.5
1998-03-01,8866.48,1605.0,1567.0,137.3363,4.7,152200.0,708.3,141.9,4.1,5969.0,7.1,87.87700000000001,1477.0,905.0,64.0,67.1,275175.0,66.0,139.8,7464.0
1998-04-01,8969.699,1547.0,1540.0,138.0548,4.3,149500.0,712.9,141.9,4.0,6049.0,6.9,88.55799999999999,1498.0,906.0,64.1,67.0,275434.0,66.1,144.0,7501.7
1998-05-01,8969.699,1554.0,1536.0,139.0633,4.4,149500.0,718.5,142.0,3.9,6087.0,6.6,89.374,1465.0,912.0,64.1,67.0,275700.0,66.1,144.3,7547.0
1998-06-01,8969.699,1551.0,1641.0,138.7419,4.5,149500.0,725.9,142.0,3.8,6130.0,6.5,90.195,1467.0,927.0,64.0,67.0,275976.0,66.1,145.5,7584.4
1998-07-01,9121.097,1610.0,1698.0,141.7337,4.5,153000.0,731.3,142.0,4.0,6172.0,6.6,90.859,1552.0,938.0,64.0,67.0,276266.0,66.6,146.1,7616.9
1998-08-01,9121.097,1654.0,1614.0,139.1771,4.5,153000.0,739.2,142.0,4.1,6215.0,6.5,91.407,1521.0,941.0,63.9,67.0,276566.0,66.6,146.4,7656.2
1998-09-01,9121.097,1577.0,1582.0,141.3677,4.6,153000.0,739.4,142.0,4.1,6225.0,6.1,91.752,1452.0,952.0,64.2,67.2,276859.0,66.6,146.5,7678.1
1998-10-01,9293.991,1719.0,1715.0,138.9738,4.5,153000.0,745.3,142.0,4.0,6262.0,5.9,91.999,1452.0,972.0,64.1,67.2,277140.0,66.5,146.4,7708.8
1998-11-01,9293.991,1672.0,1660.0,143.228,4.4,153000.0,748.7,142.0,3.5,6301.0,6.0,92.197,1604.0,976.0,64.2,67.1,277402.0,66.5,146.5,7745.7
1998-12-01,9293.991,1742.0,1792.0,149.91,4.4,153000.0,754.7,142.0,3.8,6378.0,5.5,92.443,1433.0,1003.0,64.3,67.2,277658.0,66.5,146.5,7771.8
1999-01-01,9411.682,1732.0,1748.0,143.0987,4.3,157400.0,764.5,143.5,3.9,6357.0,6.1,92.714,1599.0,973.0,64.4,67.2,277891.0,66.7,147.4,7813.1
1999-02-01,9411.682,1720.0,1670.0,146.9786,4.4,157400.0,773.9,144.5,4.0,6429.0,6.0,92.981,1459.0,989.0,64.2,67.2,278095.0,66.7,147.5,7840.9
1999-03-01,9411.682,1665.0,1710.0,140.1138,4.2,157400.0,778.0,144.5,4.1,6402.0,5.6,93.611,1673.0,994.0,64.2,67.0,278324.0,66.7,148.0,7855.9
1999-04-01,9526.21,1600.0,1553.0,135.8202,4.3,158700.0,783.6,142.9,3.9,6480.0,4.7,94.436,1580.0,991.0,64.2,67.1,278584.0,66.7,149.1,7871.1
1999-05-01,9526.21,1640.0,1611.0,133.8325,4.2,158700.0,792.2,142.8,4.0,6516.0,4.4,95.36,1623.0,989.0,64.3,67.1,278859.0,66.7,149.9,7894.2
1999-06-01,9526.21,1702.0,1559.0,133.9478,4.3,158700.0,798.5,143.1,3.9,6547.0,4.3,96.363,1648.0,981.0,64.2,67.1,279148.0,66.7,149.9,7925.1
1999-07-01,9686.626,1682.0,1669.0,131.7943,4.3,159100.0,803.7,143.1,4.0,6571.0,4.4,97.192,1597.0,983.0,64.2,67.1,279448.0,66.8,149.7,7965.8
1999-08-01,9686.626,1671.0,1648.0,133.2683,4.2,159100.0,806.1,143.1,4.0,6586.0,4.3,97.897,1563.0,989.0,64.2,67.0,279752.0,66.8,149.8,8016.9
1999-09-01,9686.626,1551.0,1635.0,131.4058,4.2,159100.0,810.0,143.1,4.5,6613.0,3.7,98.399,1643.0,983.0,64.2,67.0,280053.0,66.8,149.8,8041.2
1999-10-01,9900.169,1649.0,1608.0,136.7582,4.1,165300.0,811.5,143.2,4.2,6640.0,4.0,98.832,1593.0,983.0,64.3,67.0,280337.0,66.9,149.5,8102.4
1999-11-01,9900.169,1672.0,1648.0,148.7383,4.1,165300.0,819.6,143.2,4.3,6687.0,4.1,99.149,1596.0,983.0,64.4,67.1,280594.0,66.9,149.4,8165.3
1999-12-01,9900.169,1683.0,1708.0,148.3553,4.0,165300.0,822.8,143.2,4.3,6709.0,3.7,99.543,1659.0,983.0,64.4,67.1,280846.0,66.9,149.0,8251.2
2000-01-01,10002.179,1727.0,1636.0,144.613,4.0,165300.0,832.5,143.2,4.3,6752.0,4.5,100.0,1574.0,991.0,64.6,67.3,281083.0,67.1,149.1,8348.0
2000-02-01,10002.179,1692.0,1737.0,143.9732,4.1,165300.0,834.3,143.7,4.3,6730.0,4.0,100.571,1677.0,998.0,64.6,67.3,281299.0,67.1,148.3,8408.8
2000-03-01,10002.179,1651.0,1604.0,151.6946,4.0,165300.0,843.2,143.7,4.3,6811.0,3.8,101.466,1704.0,988.0,64.6,67.3,281531.0,67.1,148.1,8468.3
2000-04-01,10247.72,1597.0,1626.0,142.1024,3.8,163200.0,834.0,143.7,4.4,6794.0,4.3,102.54,1610.0,989.0,64.7,67.3,281763.0,67.3,148.6,8506.8
2000-05-01,10247.72,1543.0,1575.0,143.7562,4.0,163200.0,827.9,149.2,4.4,6770.0,4.3,103.702,1682.0,985.0,64.4,67.1,281996.0,67.3,149.1,8544.5
2000-06-01,10247.72,1572.0,1559.0,140.99,4.0,163200.0,826.7,144.3,4.8,6778.0,4.3,104.855,1530.0,982.0,64.5,67.1,282247.0,67.3,149.3,8597.8
2000-07-01,10318.165,1542.0,1463.0,140.54,4.0,168800.0,828.9,144.3,4.1,6794.0,4.7,105.721,1495.0,979.0,64.2,66.9,282504.0,67.5,149.3,8665.3
2000-08-01,10318.165,1552.0,1541.0,144.0,4.1,168800.0,822.2,144.3,4.4,6796.0,4.8,106.522,1573.0,976.0,64.2,66.9,282769.0,67.5,148.8,8712.2
2000-09-01,10318.165,1570.0,1507.0,142.1897,3.9,168800.0,818.2,144.3,4.0,6807.0,4.1,107.135,1528.0,970.0,64.2,66.9,283033.0,67.5,148.6,8757.7
2000-10-01,10435.744,1577.0,1549.0,143.4779,3.9,172900.0,813.2,144.3,4.0,6814.0,4.3,107.728,1513.0,972.0,64.2,66.8,283285.0,67.5,148.4,8792.1
2000-11-01,10435.744,1614.0,1551.0,137.4387,3.9,172900.0,805.8,144.3,4.2,6817.0,4.3,108.291,1539.0,970.0,64.3,66.9,283523.0,67.5,148.6,8809.9
2000-12-01,10435.744,1543.0,1532.0,130.5541,3.9,172900.0,797.2,144.2,3.6,6792.0,4.1,108.791,1521.0,969.0,64.4,67.0,283748.0,67.5,147.5,8844.0
